iter	Passed	Remaining
190	6238	10092
191	6266	10053
192	6295	10014
193	6322	9972
194	6349	9931
195	6376	9890
196	6405	9851
197	6433	9811
198	6463	9776
199	6507	9761
200	6540	9728
201	6555	9671
202	6595	9648
203	6650	9649
204	6708	9653
205	6752	9636
206	6782	9600
207	6811	9562
208	6852	9541
209	6881	9502
210	6909	9463
211	6936	9423
212	6964	9384
213	6991	9343
214	7021	9307
215	7049	9268
216	7077	9229
217	7105	9191
218	7134	9153
219	7161	9114
220	7189	9076
221	7217	9037
222	7244	8998
223	7273	8962
224	7301	8923
225	7329	8886
226	7358	8849
227	7385	8810
228	7413	8773
229	7442	8736
230	7470	8699
231	7498	8662
232	7527	8625
233	7557	8590
234	7585	8554
235	7613	8516
236	7641	8479
237	7670	8444
238	7699	8407
239	7727	8370
240	7754	8334
241	7783	8298
242	7811	8261
243	7840	8225
244	7868	8189
245	7897	8154
246	7926	8118
247	7966	8095
248	7993	8057
249	8018	8018
250	8046	7982
251	8079	7951
252	8110	7917
253	8137	7880
254	8167	7847
255	8196	7812
256	8225	7777
257	8254	7742
258	8282	7707
259	8310	7671
260	8337	7635
261	8366	7599
262	8394	7564
263	8422	7529
264	8449	7493
265	8477	7457
266	8505	7422
267	8535	7389
268	8563	7353
269	8592	7319
270	8620	7284
271	8648	7249
272	8676	7214
273	8706	7181
274	8734	7146
275	8763	7112
276	8790	7076
277	8819	7043
278	8849	7009
279	8878	6976
280	8907	6942
281	8935	6907
282	8964	6873
283	8992	6839
284	9020	6805
285	9048	6770
286	9076	6736
287	9107	6703
288	9135	6670
289	9163	6635
290	9191	6601
291	9221	6568
292	9252	6536
293	9280	6502
294	9308	6468
295	9337	6435
296	9366	6401
297	9394	6368
298	9425	6335
299	9452	6301
300	9480	6268
301	9516	6239
302	9546	6206
303	9574	6172
304	9602	6139
305	9631	6106
306	9659	6072
307	9687	6038
308	9715	6005
309	9744	5972
310	9776	5941
311	9838	5928
312	9898	5913
313	9941	5888
314	9974	5858
315	10017	5833
316	10060	5808
317	10115	5789
318	10145	5756
319	10174	5723
320	10203	5689
321	10231	5656
322	10261	5623
323	10290	5589
324	10318	5555
325	10346	5522
326	10373	5488
327	10403	5455
328	10433	5422
329	10461	5389
330	10489	5355
331	10518	5322
332	10546	5289
333	10574	5255
334	10602	5221
335	10630	5188
336	10659	5155
337	10688	5122
338	10716	5089
339	10745	5056
340	10774	5023
341	10802	4990
342	10830	4957
343	10858	4924
344	10886	4890
345	10912	4857
346	10940	4823
347	10968	4790
348	10996	4757
349	11023	4724
350	11053	4692
351	11085	4660
352	11129	4634
353	11158	4601
354	11185	4568
355	11214	4536
356	11242	4503
357	11271	4470
358	11299	4438
359	11328	4405
360	11356	4372
361	11385	4340
362	11413	4307
363	11442	4275
364	11470	4242
365	11499	4210
366	11529	4178
367	11556	4145
368	11583	4112
369	11610	4079
370	11639	4047
371	11668	4014
372	11695	3982
373	11723	3949
374	11753	3917
375	11780	3885
376	11809	3852
377	11837	3820
378	11877	3792
379	11907	3760
380	11935	3727
381	11964	3695
382	11994	3663
383	12021	3631
384	12050	3599
385	12077	3567
386	12106	3535
387	12135	3502
388	12162	3470
389	12190	3438
390	12218	3406
391	12248	3374
392	12275	3342
393	12304	3310
394	12333	3278
395	12361	3246
396	12390	3214
397	12418	3182
398	12446	3150
399	12474	3118
400	12502	3086
401	12537	3056
402	12566	3024
403	12594	2992
404	12621	2960
405	12649	2928
406	12679	2897
407	12707	2865
408	12735	2833
409	12763	2801
410	12792	2770
411	12822	2738
412	12850	2706
413	12878	2675
414	12907	2643
415	12936	2612
416	12965	2580
417	12994	2549
418	13022	2517
419	13052	2486
420	13081	2454
421	13109	2423
422	13142	2392
423	13175	2361
424	13232	2335
425	13289	2308
426	13358	2283
427	13403	2254
428	13446	2225
429	13490	2196
430	13520	2164
431	13549	2132
432	13578	2101
433	13607	2069
434	13636	2037
435	13666	2006
436	13694	1974
437	13724	1942
438	13753	1911
439	13782	1879
440	13812	1847
441	13842	1816
442	13871	1784
443	13899	1753
444	13928	1721
445	13958	1689
446	13985	1658
447	14014	1626
448	14042	1595
449	14073	1563
450	14102	1532
451	14137	1501
452	14166	1469
453	14195	1438
454	14223	1406
455	14251	1375
456	14280	1343
457	14308	1312
458	14334	1280
459	14363	1249
460	14392	1217
461	14421	1186
462	14452	1154
463	14481	1123
464	14511	1092
465	14539	1060
466	14567	1029
467	14595	997
468	14624	966
469	14652	935
470	14680	903
471	14708	872
472	14737	841
473	14766	809
474	14794	778
475	14822	747
476	14850	716
477	14878	684
478	14907	653
479	14936	622
480	14964	591
481	14992	559
482	15020	528
483	15049	497
484	15077	466
485	15105	435
486	15133	403
487	15161	372
488	15189	341
489	15218	310
490	15246	279
491	15273	248
492	15302	217
493	15330	186
494	15358	155
495	15386	124
496	15413	93
497	15441	62
498	15471	31
499	15501	0
