iter	Logloss
198	0.6150882137
199	0.6149434408
200	0.6148449063
201	0.6148445898
202	0.6147699939
203	0.6146731289
204	0.6143989942
205	0.6143068955
206	0.6141313904
207	0.6139712819
208	0.6137282445
209	0.6136675814
210	0.613463312
211	0.6133217253
212	0.6132598732
213	0.6132382028
214	0.6131899813
215	0.6131356236
216	0.61307193
217	0.6128934917
218	0.6128465893
219	0.6127969236
220	0.6126802963
221	0.6124347787
222	0.6122550567
223	0.6121584943
224	0.612085306
225	0.6119660211
226	0.6118716552
227	0.6118150354
228	0.61163828
229	0.611402512
230	0.611234841
231	0.6111219479
232	0.6110554158
233	0.6109438888
234	0.6107794112
235	0.6106417446
236	0.6105929753
237	0.6104133354
238	0.6103463491
239	0.6101321553
240	0.6098870741
241	0.6097600327
242	0.6097489887
243	0.6094916442
244	0.6094664996
245	0.6094064368
246	0.6093151508
247	0.6092978441
248	0.6092652141
249	0.6092516166
250	0.6091456114
251	0.609059131
252	0.608944706
253	0.6088893297
254	0.6087907889
255	0.608654033
256	0.6084341707
257	0.6082014726
258	0.6080481153
259	0.607805881
260	0.6076000349
261	0.6075006147
262	0.6074401272
263	0.6073064474
264	0.6071074416
265	0.6069924865
266	0.606861546
267	0.6066605342
268	0.6065449763
269	0.6064628478
270	0.606283556
271	0.6062605291
272	0.6061038106
273	0.6060453129
274	0.6058833997
275	0.6057256305
276	0.6055167231
277	0.6054076813
278	0.6053411472
279	0.605210397
280	0.605139048
281	0.6050455033
282	0.6048735182
283	0.6047388518
284	0.6046370303
285	0.604550736
286	0.6043516261
287	0.6042580346
288	0.6041256626
289	0.6038936507
290	0.6035803925
291	0.6034862908
292	0.6033399598
293	0.6032786029
294	0.6032397489
295	0.6031578327
296	0.6030992475
297	0.6030424629
298	0.6029100698
299	0.6028607173
300	0.6027730998
301	0.6025182279
302	0.6024703144
303	0.6022928229
304	0.6021840904
305	0.6020484288
306	0.6018900927
307	0.6018656684
308	0.6017204959
309	0.601616527
310	0.6014530306
311	0.6014089765
312	0.6012086591
313	0.601079458
314	0.6009977658
315	0.6009362556
316	0.6007786697
317	0.6007173869
318	0.6006926934
319	0.6004636052
320	0.6002837202
321	0.6000774712
322	0.5998068266
323	0.5996796375
324	0.5995520022
325	0.5995020898
326	0.5992725926
327	0.5991998834
328	0.5991037918
329	0.5989308559
330	0.5987940624
331	0.5987008814
332	0.598645792
333	0.5985887254
334	0.5984452636
335	0.5984157311
336	0.5983847857
337	0.5983120188
338	0.59830419
339	0.5981047474
340	0.5979860162
341	0.5977564559
342	0.597646711
343	0.5974872554
344	0.5974192297
345	0.5973632286
346	0.5972762182
347	0.597139431
348	0.5968218015
349	0.5965670149
350	0.5965031301
351	0.5963908464
352	0.5961877011
353	0.5960313524
354	0.5959568819
355	0.5958561615
356	0.5957677649
357	0.5956228385
358	0.5954974961
359	0.595268908
360	0.5952249039
361	0.5950293999
362	0.5948780702
363	0.5947762933
364	0.5945975745
365	0.594501337
366	0.5943449541
367	0.5942984589
368	0.5942111376
369	0.5940941453
370	0.5939598878
371	0.5938743708
372	0.5938054614
373	0.5936011205
374	0.593529972
375	0.5934554333
376	0.5933333058
377	0.5932668803
378	0.5932147772
379	0.5931224719
380	0.5931053299
381	0.5929979863
382	0.5928937409
383	0.5927924798
384	0.5926901392
385	0.5925569526
386	0.5924943511
387	0.592395598
388	0.5922450923
389	0.5921700464
390	0.5919272046
391	0.5918214077
392	0.5916423537
393	0.5915707367
394	0.5913768323
395	0.591342627
396	0.5912959521
397	0.5910119863
398	0.5908732079
399	0.5908196794
400	0.5907808816
401	0.5906874626
402	0.5905916709
403	0.5904759026
404	0.5904204804
405	0.5902884996
406	0.5900715087
407	0.5899151874
408	0.5898308069
409	0.5897001146
410	0.5896388895
411	0.5895519587
412	0.5894995145
413	0.5894110309
414	0.5893700612
415	0.589197549
416	0.5890211618
417	0.5889165241
418	0.5888574204
419	0.5887290189
420	0.5886372112
421	0.5885706097
422	0.5885020805
423	0.5884376742
424	0.5883106359
425	0.5881718387
426	0.5880730506
427	0.5879490171
428	0.5878565079
429	0.5878125062
430	0.5877714655
431	0.5877326239
432	0.5875797888
433	0.58751601
434	0.5874701459
435	0.5874235106
436	0.5872760736
437	0.5872273542
438	0.5871818273
439	0.587107508
440	0.5870712029
441	0.5869299149
442	0.5868778095
443	0.5867712841
444	0.5866550702
445	0.5865135801
446	0.5863096983
447	0.5861373645
448	0.5860564364
449	0.5859421319
450	0.5858522184
451	0.585829766
452	0.5856175382
453	0.5854518348
454	0.5853566659
455	0.5852851837
456	0.5852227561
457	0.5851796415
458	0.5851525622
459	0.5850017137
460	0.5848593294
461	0.5847572543
462	0.5846876748
463	0.5845827047
464	0.5844965639
465	0.584435005
466	0.584355559
467	0.5842885943
468	0.5842203067
469	0.5841131247
470	0.5839874967
471	0.5838428843
472	0.5837462006
473	0.5835777676
474	0.5835176418
475	0.583390533
476	0.58323397
477	0.5831971322
478	0.5831614199
479	0.5831043572
480	0.5830659485
481	0.5830095062
482	0.5828359187
483	0.5827515724
484	0.5826915751
485	0.5824146921
486	0.5823175538
487	0.5822810309
488	0.5822208233
489	0.5821487849
490	0.5821112074
491	0.5820445609
492	0.5820213963
493	0.5820025084
494	0.5818858331
495	0.5818144168
496	0.5817810011
497	0.5816446598
498	0.5815839857
499	0.5814265211
